,ID,map,folder,image,cir0_x,cir0_y,cir0_r,cir1_x,cir1_y,cir1_r,cir2_x,cir2_y,cir2_r,cir3_x,cir3_y,cir3_r,cir4_x,cir4_y,cir4_r,numCircles,TimeStamp,season
1626,1627,WE,SkyW-Trials,EndZone_2995.png ,332,280,21,346,270,46,378,252,91,388,304,147,410,456,303,5,2024_02_19 07:43:26,18
1627,1628,WE,Monument,EndZone_2996.png ,454,432,21,454,444,46,432,478,90,410,428,149,286,484,303,5,2024_02_19 07:44:03,18
1628,1629,SP,Pylon,EndZone_2997.png ,622,710,21,618,718,40,580,732,81,590,660,151,482,550,306,5,2024_02_19 07:44:41,18
1629,1630,SP,Northpad,EndZone_2998.png ,280,182,20,284,202,40,314,228,81,362,280,151,390,434,305,5,2024_02_19 07:45:19,18
1630,1631,WE,Stacks-Maude,EndZone_2999.png ,754,784,21,738,786,46,698,798,92,662,760,147,534,672,301,5,2024_02_19 07:45:56,18
1631,1632,SP,Lightning Rode,EndZone_3.png ,910,346,20,892,350,40,882,354,81,828,400,149,688,468,305,5,2024_03_24 14:34:07,18
1632,1633,SP,Wall,EndZone_30.png ,610,38,20,602,56,40,594,96,81,610,164,150,560,310,306,5,2024_03_24 14:49:06,18
1633,1634,WE,Harvester,EndZone_3000.png ,534,650,22,546,660,45,562,688,91,548,656,149,438,692,302,5,2024_02_19 07:46:34,18
1634,1635,WE,Dome,EndZone_3001.png ,684,976,23,680,952,44,656,914,91,610,880,149,488,784,301,5,2024_02_19 07:47:11,18
1635,1636,SP,Echo,EndZone_3002.png ,686,782,20,676,764,40,672,760,80,640,698,149,508,616,306,5,2024_02_19 07:47:48,18
1636,1637,SP,Pylon,EndZone_3003.png ,584,670,20,596,660,40,576,646,80,532,658,151,494,510,306,5,2024_02_19 07:48:26,18
1637,1638,SP,Pylon,EndZone_3004.png ,624,664,20,620,674,40,634,660,80,580,622,149,550,470,305,5,2024_02_19 07:49:04,18
1638,1639,WE,SkyW-Trials,EndZone_3005.png ,216,306,22,204,312,46,236,338,90,244,388,147,308,526,302,5,2024_02_19 07:49:41,18
1639,1640,SP,Jurassic,EndZone_3006.png ,514,604,20,506,620,41,508,616,80,532,674,150,522,516,306,5,2024_02_19 07:50:18,18
1640,1641,WE,FragE-NoName,EndZone_3007.png ,624,528,22,614,520,46,640,516,90,652,526,148,526,446,301,5,2023_08_21 16:36:28,18
1641,1642,SP,Lightning Rode,EndZone_3008.png ,870,374,20,870,374,40,834,392,79,762,394,151,610,364,305,5,2024_02_19 07:51:26,18
1642,1643,SP,Lightning Rode,EndZone_3009.png ,900,248,20,880,246,40,852,276,79,786,302,151,648,372,305,5,2024_02_19 07:52:03,18
1643,1644,WE,Landslide,EndZone_3010.png ,412,408,22,426,404,47,404,380,91,430,380,147,362,504,303,5,2024_02_19 07:52:41,18
1644,1645,WE,Lava Siphon,EndZone_3011.png ,644,720,21,656,702,46,658,668,92,638,628,149,498,676,301,5,2024_02_19 07:53:18,18
1645,1646,SP,Launchpad,EndZone_3012.png ,742,722,20,736,706,40,720,670,81,660,632,149,538,538,306,5,2024_02_19 07:53:55,18
1646,1647,WE,Survey-Epicenter,EndZone_3013.png ,480,128,23,468,148,45,482,194,90,462,248,147,426,396,302,5,2024_02_19 07:54:33,18
1647,1648,SP,Cascade Balls,EndZone_3014.png ,622,542,20,614,560,40,604,570,80,556,594,151,504,446,305,5,2024_02_19 07:55:10,18
1648,1649,WE,Harvester,EndZone_3015.png ,558,658,22,548,646,46,548,640,91,560,628,149,410,604,303,5,2023_08_23 11:19:03,18
1649,1650,Olympus,EnergyDepot,EndZone_3016.png ,482,446,23,482,458,46,486,486,90,486,496,147,484,488,251,5,2024_02_19 07:56:17,18
1650,1651,WE,Tree,EndZone_3017.png ,332,830,22,334,814,46,358,816,90,400,810,147,496,692,301,5,2024_02_19 07:56:54,18
1651,1652,WE,Thermal Station,EndZone_3018.png ,228,774,21,236,784,46,268,810,90,294,766,148,408,664,302,5,2024_02_19 07:57:31,18
1652,1653,WE,FragE-NoName,EndZone_3019.png ,708,434,23,688,442,45,700,486,91,734,522,147,590,580,301,5,2024_02_19 07:58:09,18
1653,1654,SP,Beast,EndZone_3020.png ,190,318,20,208,322,40,242,346,80,302,380,149,454,406,305,5,2024_02_19 07:58:46,18
1654,1655,WE,Launch Site,EndZone_3021.png ,488,928,23,488,910,46,530,908,91,526,852,149,464,712,302,5,2024_02_19 07:59:24,18
1655,1656,SP,Pylon,EndZone_3022.png ,654,664,20,640,676,40,656,666,80,598,626,150,546,480,306,5,2024_02_19 08:00:01,18
1656,1657,WE,Landslide,EndZone_3023.png ,434,364,22,446,378,46,484,372,91,460,352,147,500,500,302,5,2024_02_19 08:00:39,18
1657,1658,WE,Landslide,EndZone_3024.png ,472,320,22,486,320,45,482,296,91,524,332,147,540,484,303,5,2024_02_19 08:01:16,18
1658,1659,SP,Barometer,EndZone_3025.png ,398,776,20,400,760,40,438,744,80,458,676,149,544,548,305,5,2024_02_19 08:01:54,18
1659,1660,WE,SkyW-Trials,EndZone_3027.png ,134,182,22,148,200,44,168,240,91,202,286,149,324,376,301,5,2024_02_19 08:03:09,18
1660,1661,WE,Thermal Station,EndZone_3028.png ,172,680,22,188,696,45,180,740,91,234,722,147,370,650,302,5,2024_02_19 08:03:46,18
1661,1662,WE,Monument,EndZone_3029.png ,530,366,23,516,354,46,492,346,91,478,384,149,406,504,302,5,2024_02_19 08:04:24,18
1662,1663,SP,Jurassic,EndZone_3031.png ,464,622,19,472,620,40,476,640,80,506,666,149,446,524,307,5,2024_02_19 08:05:40,18
1663,1664,WE,Overlook,EndZone_3032.png ,794,468,23,780,452,44,776,412,92,718,410,149,574,458,302,5,2024_02_19 08:06:17,18
1664,1665,SP,Checkpoint,EndZone_3034.png ,280,350,20,270,364,40,288,334,80,356,336,151,424,478,305,5,2024_02_19 08:07:33,18
1665,1666,WE,Survey-Epicenter,EndZone_3035.png ,574,160,22,584,176,45,550,202,92,512,244,149,482,394,301,5,2024_02_19 08:08:10,18
1666,1667,WE,Monument,EndZone_3036.png ,510,482,21,516,462,45,544,462,90,550,478,149,454,418,302,5,2024_02_19 08:08:48,18
1667,1668,SP,Jurassic,EndZone_3037.png ,490,552,20,502,552,40,520,576,81,518,580,150,496,428,305,5,2024_02_19 08:09:26,18
1668,1669,SP,Barometer,EndZone_3039.png ,370,702,20,372,720,40,402,708,79,426,642,150,520,520,306,5,2024_02_19 08:10:03,18
1669,1670,SP,Jurassic,EndZone_3040.png ,486,586,20,504,594,42,466,602,82,474,566,149,522,416,306,5,2024_02_19 08:10:41,18
1670,1671,WE,Monument,EndZone_3041.png ,434,444,22,454,444,44,492,460,91,514,446,147,368,484,301,5,2024_02_19 08:11:19,18
1671,1672,WE,SkyW-Trials,EndZone_3042.png ,334,192,22,340,208,46,380,218,91,360,270,147,384,420,301,5,2024_02_19 08:11:56,18
1672,1673,SP,Jurassic,EndZone_3043.png ,470,626,19,470,630,40,460,616,80,520,608,151,590,470,305,5,2024_02_19 08:12:34,18
1673,1674,SP,Checkpoint,EndZone_3044.png ,290,338,20,306,344,40,324,350,80,344,414,149,470,504,306,5,2024_02_19 08:13:12,18
1674,1675,WE,Survey-Epicenter,EndZone_3045.png ,626,126,21,620,146,46,626,194,92,632,250,149,528,364,303,5,2024_02_19 08:13:49,18
1675,1676,WE,Stacks-Maude,EndZone_3046.png ,762,826,21,742,832,46,746,792,92,700,758,149,620,626,303,5,2024_02_19 08:14:27,18
1676,1677,WE,Landslide,EndZone_3047.png ,324,414,22,306,424,46,278,462,92,244,492,149,396,486,301,5,2024_02_19 08:15:05,18
1677,1678,SP,Coastal,EndZone_3048.png ,554,806,20,544,790,41,544,750,80,554,682,149,522,528,306,5,2024_02_19 08:15:43,18
1678,1679,SP,Cascade Balls,EndZone_3049.png ,656,648,20,650,654,40,644,670,81,644,602,149,576,462,306,5,2024_02_19 08:16:20,18
1679,1680,WE,Dome,EndZone_3050.png ,694,962,23,678,950,44,642,918,91,600,882,149,538,740,302,5,2024_02_19 08:16:58,18
1680,1681,WE,Survey-Epicenter,EndZone_3051.png ,636,128,21,622,146,44,610,190,91,578,238,148,464,338,303,5,2024_02_19 08:31:37,18
1681,1682,SP,Beast,EndZone_3055.png ,104,272,23,122,282,40,162,282,79,228,298,151,380,338,306,5,2024_02_19 08:34:06,18
1682,1683,WE,Lava Fissure,EndZone_3056.png ,110,396,22,118,382,44,160,388,90,196,430,148,314,528,303,5,2024_02_19 08:34:43,18
1683,1684,SP,Beast,EndZone_3057.png ,104,272,23,122,282,40,162,282,79,228,298,151,380,338,306,5,2024_02_19 08:35:20,18
1684,1685,SP,Cascade Balls,EndZone_3058.png ,606,548,20,594,562,40,620,538,81,646,490,149,490,488,307,5,2024_02_19 08:35:58,18
1685,1686,WE,FragE-NoName,EndZone_3059.png ,752,450,21,740,434,46,736,408,91,698,438,147,554,492,302,5,2024_02_19 08:36:35,18
1686,1687,WE,Overlook,EndZone_306.png ,770,326,22,764,344,45,740,378,92,738,432,149,610,518,303,5,2023_11_07 12:46:54,18
1687,1688,SP,Ceto-Station,EndZone_3060.png ,392,532,20,380,520,42,382,524,79,392,484,149,518,396,305,5,2024_02_19 08:37:13,18
1688,1689,SP,Ceto-Station,EndZone_3061.png ,392,532,20,380,520,42,382,524,79,392,484,149,518,396,305,5,2024_02_19 08:37:50,18
1689,1690,WE,FragE-NoName,EndZone_3067.png ,752,450,21,740,434,46,740,408,91,696,438,147,554,492,303,5,2024_02_19 08:41:34,18
1690,1691,WE,Harvester,EndZone_3068.png ,534,650,22,546,660,45,580,696,91,624,594,149,500,500,302,5,2024_02_19 08:42:12,18
1691,1692,SP,Beast,EndZone_3069.png ,102,312,20,120,312,41,154,340,80,224,336,149,362,406,306,5,2024_02_21 08:21:21,18
1692,1693,SP,Pylon,EndZone_3070.png ,616,738,19,616,738,40,600,708,80,554,656,150,452,536,305,5,2024_02_21 08:21:59,18
1693,1694,SP,Jurassic,EndZone_3071.png ,562,640,19,552,652,40,582,626,80,530,652,150,562,500,305,5,2024_02_21 08:22:38,18
1694,1695,WE,Thermal Station,EndZone_3072.png ,228,672,22,246,658,46,274,684,90,236,666,148,332,548,301,5,2024_02_21 08:23:15,18
1695,1696,WE,FragE-NoName,EndZone_3073.png ,612,610,23,612,632,45,572,628,91,562,604,149,610,520,303,5,2024_02_21 08:23:53,18
1696,1697,WE,Landslide,EndZone_3074.png ,320,466,21,334,460,44,338,492,90,340,470,149,312,600,303,5,2024_02_21 08:24:31,18
1697,1698,SP,Mill,EndZone_3075.png ,128,380,20,146,374,40,186,376,80,250,408,149,384,486,305,5,2024_02_21 08:25:09,18
1698,1699,WE,Survey-Epicenter,EndZone_3077.png ,490,206,22,506,194,46,530,234,91,562,276,147,450,382,303,5,2024_02_21 08:26:24,18
1699,1700,WE,Monument,EndZone_3078.png ,446,456,22,464,448,44,464,474,90,420,442,149,376,578,301,5,2024_02_21 08:27:02,18
1700,1701,WE,Countdown,EndZone_3079.png ,324,368,21,322,388,46,322,420,91,372,422,149,452,530,301,5,2024_02_21 08:27:40,18
1701,1702,WE,FragE-NoName,EndZone_3080.png ,714,482,22,700,464,45,688,506,92,728,532,148,578,568,301,5,2023_08_30 18:49:25,18
1702,1703,SP,Pylon,EndZone_3081.png ,552,698,20,546,712,40,548,676,80,500,632,149,582,500,307,5,2024_02_21 08:28:55,18
1703,1704,SP,Wall,EndZone_3082.png ,590,162,21,574,172,41,550,206,80,552,278,151,574,430,306,5,2024_02_21 08:29:32,18
1704,1705,WE,Thermal Station,EndZone_3083.png ,236,822,21,232,802,46,258,780,90,258,732,149,368,626,301,5,2023_08_30 18:51:19,18
1705,1706,WE,SkyW-Trials,EndZone_3084.png ,278,136,23,288,160,45,322,188,92,312,244,148,420,358,303,5,2024_02_21 08:30:47,18
1706,1707,SP,Storm Catcher,EndZone_3085.png ,724,440,20,738,452,40,742,464,81,678,456,151,526,426,304,5,2024_02_21 08:31:25,18
1707,1708,SP,Beast,EndZone_3086.png ,102,312,20,120,312,41,154,340,80,224,336,149,362,406,306,5,2024_02_21 08:32:03,18
1708,1709,WE,SkyW-Trials,EndZone_3087.png ,274,292,22,274,276,45,306,296,91,290,346,147,332,494,301,5,2023_08_30 18:53:50,18
1709,1710,WE,SkyW-Trials,EndZone_3088.png ,300,222,23,316,230,46,352,234,91,346,292,147,398,434,302,5,2024_02_21 08:33:18,18
1710,1711,SP,Jurassic,EndZone_3089.png ,486,584,19,478,576,40,490,538,80,522,556,151,574,418,306,5,2024_02_21 08:33:56,18
1711,1712,SP,Beast,EndZone_309.png ,80,306,21,102,306,40,136,324,80,196,362,151,350,390,305,5,2023_11_14 14:08:16,18
1712,1713,WE,Thermal Station,EndZone_3090.png ,282,692,22,292,708,46,296,738,92,330,760,148,424,638,302,5,2024_02_21 08:34:33,18
1713,1714,WE,Dome,EndZone_3091.png ,712,934,22,716,912,45,692,872,91,654,832,149,628,680,303,5,2024_02_21 08:35:10,18
1714,1715,WE,Overlook,EndZone_3092.png ,782,438,22,772,456,46,758,490,92,756,536,149,614,474,302,5,2024_02_21 08:35:48,18
1715,1716,WE,Thermal Station,EndZone_3093.png ,120,812,23,142,818,45,164,780,91,218,758,149,338,664,301,5,2024_02_21 08:36:26,18
1716,1717,SP,Barometer,EndZone_3094.png ,374,710,20,384,728,40,414,712,80,432,644,150,546,540,306,5,2024_02_21 08:37:04,18
1717,1718,WE,Overlook,EndZone_3095.png ,764,460,21,782,462,45,752,432,91,708,406,147,612,526,303,5,2024_02_21 08:37:42,18
1718,1719,WE,Survey-Epicenter,EndZone_3096.png ,632,144,23,614,160,45,598,202,92,594,260,147,524,396,303,5,2024_02_21 08:38:19,18
1719,1720,WE,Harvester,EndZone_3098.png ,534,642,21,534,662,44,576,666,93,582,664,148,436,618,303,5,2024_02_22 17:17:59,18
1720,1721,SP,Wall,EndZone_3099.png ,686,80,20,676,96,40,644,120,81,640,190,149,540,308,306,5,2024_02_22 17:18:37,18
1721,1722,WE,Landslide,EndZone_31.png ,440,392,22,420,382,46,406,350,91,448,354,147,402,500,301,5,2024_03_24 14:49:39,18
1722,1723,WE,Staging-Mirage,EndZone_3100.png ,270,610,21,254,620,45,290,630,92,298,628,148,386,514,302,5,2024_02_22 17:19:14,18
1723,1724,SP,Wall,EndZone_3101.png ,686,80,20,676,96,40,644,120,81,640,190,149,540,308,306,5,2024_02_22 17:19:52,18
1724,1725,WE,Thermal Station,EndZone_3102.png ,186,832,22,192,812,45,196,768,92,254,770,148,390,704,301,5,2024_02_22 17:20:29,18
1725,1726,WE,Landslide,EndZone_3103.png ,422,368,21,426,378,45,416,410,91,398,410,147,406,552,303,5,2024_02_22 17:21:06,18
1726,1727,WE,Harvester,EndZone_3104.png ,396,664,22,394,678,46,412,706,91,448,674,148,506,534,303,5,2024_02_22 17:21:44,18
1727,1728,WE,Climatizer,EndZone_3105.png ,678,158,23,666,176,46,638,214,91,638,268,148,570,408,302,5,2024_02_22 17:22:21,18
1728,1729,SP,Lightning Rode,EndZone_3106.png ,890,268,21,878,286,40,872,288,80,810,320,151,656,336,305,5,2024_02_22 17:22:59,18
1729,1730,WE,Monument,EndZone_3107.png ,444,428,22,448,434,45,480,456,91,428,458,149,522,406,302,5,2024_02_22 17:23:36,18
1730,1731,SP,Coastal,EndZone_3108.png ,550,866,20,538,850,40,522,814,81,530,746,151,446,612,306,5,2024_02_22 17:24:14,18
1731,1732,WE,SkyW-Trials,EndZone_3109.png ,278,266,23,258,262,45,300,272,90,308,326,148,428,420,301,5,2024_02_22 17:24:51,18
1732,1733,SP,Checkpoint,EndZone_3112.png ,298,346,19,308,356,41,342,338,79,400,318,151,430,470,305,5,2024_02_22 17:26:43,18
1733,1734,SP,Storm Catcher,EndZone_3113.png ,794,314,20,784,300,41,760,334,79,710,382,151,614,506,305,5,2024_02_22 17:27:20,18
1734,1735,SP,Cenote,EndZone_3114.png ,234,716,20,254,712,40,286,690,80,324,630,149,474,584,305,5,2024_02_22 17:27:58,18
1735,1736,WE,Monument,EndZone_3115.png ,528,514,23,516,500,46,484,504,91,480,514,149,504,574,302,5,2023_08_30 19:10:55,18
1736,1737,SP,Mill,EndZone_3116.png ,128,434,20,146,430,40,186,424,80,258,426,150,408,394,307,5,2024_02_22 17:29:13,18
1737,1738,SP,Beast,EndZone_3117.png ,122,274,20,140,280,40,164,312,80,232,334,149,352,432,305,5,2024_02_22 17:29:50,18
1738,1739,Olympus,Rift,EndZone_3118.png ,598,204,23,594,220,46,616,254,90,608,310,149,560,398,251,5,2024_02_22 17:30:28,18
1739,1740,SP,Wall,EndZone_3119.png ,568,262,19,580,264,40,562,290,79,612,298,150,540,434,306,5,2024_02_22 17:31:05,18
1740,1741,WE,Thermal Station,EndZone_3120.png ,202,696,22,196,680,46,192,718,91,246,730,147,348,616,303,5,2024_02_22 17:31:42,18
1741,1742,WE,SkyW-Trials,EndZone_3121.png ,268,282,23,274,272,46,316,278,90,318,332,147,350,482,302,5,2024_02_22 17:32:20,18
1742,1743,WE,Staging-Mirage,EndZone_3122.png ,170,558,21,192,554,46,190,592,91,222,626,148,344,534,303,5,2024_02_22 17:32:57,18
1743,1744,WE,Thermal Station,EndZone_3123.png ,166,804,23,178,820,44,218,798,91,250,752,149,354,640,302,5,2024_02_22 17:33:35,18
1744,1745,SP,Cenote,EndZone_3125.png ,264,722,20,272,704,40,284,666,80,352,652,151,500,604,305,5,2024_02_22 17:34:49,18
1745,1746,WE,Thermal Station,EndZone_3126.png ,282,630,22,272,620,46,246,652,92,234,602,147,384,566,303,5,2024_02_22 17:35:27,18
1746,1747,SP,Checkpoint,EndZone_3127.png ,262,376,19,272,378,40,286,344,80,326,402,149,470,456,305,5,2024_02_22 17:36:04,18
1747,1748,WE,Lava Fissure,EndZone_3128.png ,154,448,22,150,460,46,154,498,92,194,468,149,334,534,302,5,2024_02_22 17:36:42,18
1748,1749,SP,Launchpad,EndZone_3129.png ,742,646,19,728,648,40,754,616,80,682,608,151,536,558,305,5,2024_02_22 17:37:20,18
1749,1750,WE,SkyW-Trials,EndZone_3130.png ,268,282,23,274,272,46,316,278,90,318,332,147,350,482,302,5,2024_02_22 17:37:57,18
1750,1751,SP,Mill,EndZone_3133.png ,128,434,20,146,430,40,186,424,80,258,426,150,408,394,307,5,2024_02_22 17:39:50,18
1751,1752,WE,Monument,EndZone_3134.png ,444,428,22,448,434,45,480,456,91,428,458,149,522,406,302,5,2024_02_22 17:40:28,18
1752,1753,Olympus,Elysium,EndZone_3135.png ,78,610,23,96,624,45,136,596,90,182,566,147,280,542,251,5,2024_02_22 17:41:05,18
1753,1754,WE,SkyW-Trials,EndZone_3136.png ,218,210,23,208,232,44,238,264,91,272,310,149,386,414,302,5,2023_08_30 19:23:49,18
1754,1755,WE,Launch Site,EndZone_3137.png ,628,972,23,616,956,44,602,912,90,584,858,148,510,724,303,5,2024_02_22 17:42:12,18
1755,1756,SP,Coastal,EndZone_3139.png ,542,804,22,542,804,41,556,766,80,532,700,149,462,562,305,5,2024_02_22 17:43:27,18
1756,1757,WE,Landslide,EndZone_3140.png ,424,396,23,442,400,46,420,412,91,376,408,147,460,534,303,5,2024_02_22 17:44:05,18
1757,1758,SP,Ceto-Station,EndZone_3142.png ,344,480,20,344,480,41,346,478,79,364,524,151,512,474,306,5,2024_02_22 17:45:20,18
1758,1759,WE,Lava Siphon,EndZone_3144.png ,662,724,22,646,720,46,668,716,91,710,700,147,584,610,302,5,2023_08_30 19:28:42,18
1759,1760,WE,Lava Fissure,EndZone_3145.png ,116,354,21,132,370,46,142,406,92,198,418,149,352,432,301,5,2024_02_22 17:47:13,18
1760,1761,WE,SkyW-Trials,EndZone_3146.png ,326,270,23,306,276,46,270,292,91,324,298,147,326,450,301,5,2024_02_22 17:47:50,18
1761,1762,SP,Beast,EndZone_3147.png ,160,288,20,176,298,40,210,320,80,270,358,151,388,458,306,5,2024_02_22 17:48:29,18
1762,1763,SP,Bean,EndZone_3148.png ,212,528,20,224,518,40,260,506,80,326,528,150,478,556,306,5,2024_02_22 17:49:07,18
1763,1764,WE,Staging-Mirage,EndZone_3150.png ,130,560,22,140,574,45,172,562,92,228,554,149,374,602,303,5,2024_02_24 15:25:07,18
1764,1765,SP,Northpad,EndZone_3151 (2).png ,284,238,21,304,236,40,342,252,80,382,308,150,502,406,306,5,2024_02_24 15:25:46,18
1765,1766,WE,Staging-Mirage,EndZone_3151.png ,362,604,22,364,582,44,384,604,90,376,580,149,446,654,302,5,2023_08_30 19:32:48,18
1766,1767,WE,Launch Site,EndZone_3152.png ,546,924,23,556,912,45,580,878,91,606,830,149,602,676,303,5,2024_02_24 15:26:23,18
1767,1768,WE,Staging-Mirage,EndZone_3153.png ,228,614,22,230,606,45,274,608,92,272,572,149,412,618,303,5,2023_08_30 19:34:03,18
1768,1769,SP,Ceto-Station,EndZone_3154.png ,360,544,19,362,544,40,390,524,80,414,468,150,566,496,305,5,2024_02_24 15:27:21,18
1769,1770,WE,Survey-Epicenter,EndZone_3155.png ,532,192,23,514,184,45,510,228,90,488,280,147,456,432,302,5,2024_02_24 15:27:58,18
1770,1771,WE,Survey-Epicenter,EndZone_3156.png ,608,208,22,592,210,45,554,228,90,586,276,149,468,376,301,5,2024_02_24 15:28:36,18
1771,1772,WE,Stacks-Maude,EndZone_3157.png ,754,738,22,742,732,45,712,734,90,688,688,147,536,666,303,5,2024_02_24 15:29:14,18
1772,1773,WE,Tree,EndZone_3158.png ,364,826,22,368,806,46,404,820,92,456,822,147,474,668,302,5,2024_02_24 15:29:34,18
1773,1774,SP,Barometer,EndZone_3159.png ,434,720,19,440,724,40,410,698,80,464,654,149,448,498,306,5,2024_02_24 15:30:12,18
1774,1775,WE,Overlook,EndZone_3160.png ,760,374,22,748,360,44,726,332,91,672,348,149,550,442,301,5,2024_02_24 15:30:49,18
1775,1776,SP,Mill,EndZone_3161.png ,172,406,20,186,418,40,220,440,80,286,422,151,440,442,306,5,2024_02_24 15:31:26,18
1776,1777,SP,Barometer,EndZone_3162.png ,340,796,20,348,780,40,370,744,80,382,674,151,518,600,307,5,2024_02_24 15:32:04,18
1777,1778,WE,Thermal Station,EndZone_3164.png ,192,692,22,180,686,44,176,726,90,228,720,147,304,586,301,5,2024_02_24 15:33:19,18
1778,1779,WE,Landslide,EndZone_3165.png ,422,408,22,424,422,46,438,424,91,458,420,147,606,440,303,5,2024_02_24 15:33:56,18
1779,1780,SP,Bean,EndZone_3166.png ,238,564,20,242,544,40,248,506,80,306,468,151,456,424,305,5,2024_02_24 15:34:34,18
1780,1781,SP,Thunder Watch,EndZone_3167.png ,798,216,20,786,230,40,748,240,80,684,274,150,592,398,307,5,2024_02_24 15:35:12,18
1781,1782,SP,Launchpad,EndZone_3168.png ,728,706,20,730,686,40,708,656,80,660,604,149,558,488,307,5,2024_02_24 15:35:50,18
1782,1783,SP,Beast,EndZone_3169.png ,112,280,20,132,282,40,172,284,80,234,318,151,362,404,306,5,2024_02_24 15:36:27,18
1783,1784,SP,Ceto-Station,EndZone_3170.png ,402,544,20,408,528,40,388,502,82,424,480,150,576,452,305,5,2024_02_24 15:37:04,18
1784,1785,WE,Countdown,EndZone_3171.png ,376,346,22,394,336,46,422,316,91,470,346,149,410,490,301,5,2024_02_24 15:37:42,18
1785,1786,SP,Wall,EndZone_3172.png ,682,66,20,666,78,40,664,120,80,644,186,151,588,332,306,5,2024_02_24 15:38:19,18
1786,1787,WE,Climatizer,EndZone_3173.png ,730,218,23,730,242,45,726,286,91,678,316,147,584,438,301,5,2024_02_24 15:38:57,18
1787,1788,SP,Launchpad,EndZone_3174.png ,742,608,20,752,610,40,724,618,79,654,612,149,520,532,306,5,2024_02_25 14:35:01,18
1788,1789,SP,Ceto-Station,EndZone_3175 (2).png ,308,512,19,308,512,40,342,516,81,396,472,151,534,540,306,5,2024_02_25 14:35:39,18
1789,1790,WE,Countdown,EndZone_3175.png ,200,354,21,218,352,45,240,376,91,214,416,149,366,404,301,5,2023_08_30 19:55:44,18
1790,1791,SP,Pylon,EndZone_3176 (2).png ,564,738,20,572,732,40,572,704,82,560,638,151,530,486,306,5,2024_02_25 14:36:16,18
1791,1792,WE,SkyW-Trials,EndZone_3176.png ,92,296,23,116,294,45,120,296,90,156,338,147,300,394,302,5,2023_08_30 19:56:21,18
1792,1793,SP,Ceto-Station,EndZone_3177 (2).png ,392,534,20,384,542,40,396,542,82,452,512,149,578,432,307,5,2024_02_25 14:36:54,18
1793,1794,WE,Thermal Station,EndZone_3177.png ,120,790,22,120,786,46,140,748,90,180,708,149,288,596,302,5,2023_08_30 19:56:58,18
1794,1795,WE,Countdown,EndZone_3178.png ,360,360,23,364,344,46,330,356,90,292,374,148,410,472,302,5,2024_02_25 14:37:32,18
1795,1796,WE,Climatizer,EndZone_3181 (2).png ,684,152,21,678,172,46,674,218,90,634,260,149,616,410,301,5,2024_02_25 14:39:24,18
1796,1797,WE,SkyW-Trials,EndZone_3181.png ,334,190,21,328,212,45,298,244,91,342,280,149,366,430,301,5,2023_08_30 19:59:29,18
1797,1798,SP,Launchpad,EndZone_3182 (2).png ,740,660,19,736,648,41,738,618,81,668,610,150,560,500,305,5,2024_02_25 14:40:01,18
1798,1799,WE,Landslide,EndZone_3182.png ,286,444,22,290,444,46,270,436,91,240,452,147,392,428,302,5,2023_08_30 20:00:06,18
1799,1800,SP,Cenote,EndZone_3183.png ,254,750,20,272,742,40,298,712,80,358,678,151,422,534,306,5,2024_02_25 14:40:39,18
1800,1801,WE,Lava Fissure,EndZone_3184.png ,246,488,21,230,484,46,186,480,91,234,470,147,356,562,302,5,2024_02_25 14:41:17,18
1801,1802,SP,Launchpad,EndZone_3185 (2).png ,806,704,20,790,700,40,750,688,80,704,636,150,566,566,306,5,2024_02_25 14:41:54,18
1802,1803,WE,Countdown,EndZone_3185.png ,230,342,21,230,324,46,236,326,91,290,304,148,386,426,303,5,2023_08_30 20:01:59,18
1803,1804,WE,Lava Siphon,EndZone_3186 (2).png ,654,732,21,662,734,46,670,718,92,624,738,149,500,646,301,5,2024_02_25 14:42:31,18
1804,1805,WE,Monument,EndZone_3186.png ,522,438,22,518,434,44,494,424,91,502,452,149,436,550,301,5,2023_08_30 20:02:37,18
1805,1806,SP,Launchpad,EndZone_3187 (2).png ,728,706,20,730,686,40,708,656,80,660,604,149,558,488,307,5,2024_02_25 14:42:52,18
1806,1807,WE,Survey-Epicenter,EndZone_3187.png ,542,186,23,544,206,45,512,234,91,532,284,147,472,426,302,5,2023_08_30 20:03:14,18
1807,1808,SP,Zeus,EndZone_3188.png ,794,80,20,782,94,41,774,134,81,758,202,150,630,290,307,5,2024_02_25 14:43:29,18
1808,1809,WE,Monument,EndZone_3189 (2).png ,516,414,23,532,424,46,554,414,91,568,414,147,420,432,302,5,2024_02_25 14:44:07,18
1809,1810,WE,Lava Fissure,EndZone_3189.png ,158,370,23,174,356,46,206,334,90,214,386,147,300,514,302,5,2023_08_30 20:04:28,18
1810,1811,SP,Checkpoint,EndZone_3190.png ,280,352,19,278,362,40,282,402,81,352,402,151,480,488,306,5,2024_02_25 14:44:45,18
1811,1812,WE,FragE-NoName,EndZone_3191.png ,598,532,22,590,524,46,634,508,92,584,520,149,476,478,303,5,2024_02_25 14:45:22,18
1812,1813,WE,Overlook,EndZone_3193.png ,760,476,22,762,454,46,744,420,90,704,384,149,550,410,301,5,2024_02_25 14:46:20,18
1813,1814,WE,Stacks-Maude,EndZone_3194.png ,692,884,22,696,864,46,652,870,91,612,834,148,520,708,303,5,2024_02_25 14:46:57,18
